SCHOOL,NUMBER OF CANDIDATES,SAT FOR EXAM,SCHOOL OWNERSHIP,SCHOOL CATEGORY,SCHOOL TYPE,COMBINATIONS CATEGORY,ACADEMIC LEVEL CATEGORY,TOTAL PASSED CANDIDATES,GPA
s3419,,,,,,,,,
s3420,,,,,,,,,
s3421,,,,,,,,,
s3422,,,,,,,,,
s3423,,,,,,,,,
s3424,,,,,,,,,
s3425,,,,,,,,,
s3426,,,,,,,,,
s3427,,,,,,,,,
s3428,,,,,,,,,
s3429,,,,,,,,,
s3430,,,,,,,,,
s3431,,,,,,,,,
s3432,,,,,,,,,
s3433,,,,,,,,,
s3434,,,,,,,,,
s3435,,,,,,,,,
s3436,,,,,,,,,
s3437,,,,,,,,,
s3438,,,,,,,,,
s3439,,,,,,,,,
s3440,,,,,,,,,
s3441,,,,,,,,,
s3442,,,,,,,,,
s3443,,,,,,,,,
s3444,,,,,,,,,
s3445,,,,,,,,,
s3446,,,,,,,,,
s3447,,,,,,,,,
s3448,,,,,,,,,
s3449,,,,,,,,,
s3450,,,,,,,,,
s3451,,,,,,,,,
s3452,,,,,,,,,
s3453,,,,,,,,,
s3454,,,,,,,,,
s3455,,,,,,,,,
s3456,,,,,,,,,
s3457,,,,,,,,,
s3458,,,,,,,,,
s3459,,,,,,,,,
s3460,,,,,,,,,
s3461,,,,,,,,,
s3462,,,,,,,,,
s3463,,,,,,,,,
s3464,239,237,,,,,,237,3.1512
s3465,,,,,,,,,
s3466,,,,,,,,,
s3467,,,,,,,,,
s3468,,,,,,,,,
s3469,,,,,,,,,
s3470,32,32,PRIVATE,BOYS ONLY,BOARDING,MIXED,COMBINED OA,32,2.6563
s3471,,,,,,,,,
s3472,,,,,,,,,
s3473,,,,,,,,,
s3474,,,,,,,,,
s3475,,,,,,,,,
s3476,,,,,,,,,
s3477,,,,,,,,,
s3478,,,,,,,,,
s3479,,,,,,,,,
s3480,,,,,,,,,
s3481,,,,,,,,,
s3482,2,2,,,,,,2,2.9167
s3483,,,,,,,,,
s3484,,,,,,,,,
s3485,26,26,,,,,,26,2.3333
s3486,,,,,,,,,
s3487,33,33,,,,,,33,2.7929
s3488,,,,,,,,,
s3489,,,,,,,,,
s3490,,,,,,,,,
s3491,,,,,,,,,
s3492,,,,,,,,,
s3493,,,,,,,,,
s3494,,,,,,,,,
s3495,92,92,,,,,,92,1.6957
s3496,,,,,,,,,
s3497,,,,,,,,,
s3498,,,,,,,,,
s3499,,,,,,,,,
s3500,,,,,,,,,
s3501,,,,,,,,,
s3502,,,,,,,,,
s3503,205,204,,,,,,204,2.4975
s3504,,,,,,,,,
s3505,,,,,,,,,
s3506,,,,,,,,,
s3507,,,,,,,,,
s3508,,,,,,,,,
s3509,,,,,,,,,
s3510,,,,,,,,,
s3511,,,,,,,,,
s3512,,,,,,,,,
s3513,,,,,,,,,
s3514,,,,,,,,,
s3515,,,,,,,,,
s3516,,,,,,,,,
s3517,,,,,,,,,
s3518,,,,,,,,,
s3519,,,,,,,,,
s3520,,,,,,,,,
s3521,,,,,,,,,
s3522,,,,,,,,,
s3523,,,,,,,,,
s3524,,,,,,,,,
s3525,,,,,,,,,
s3526,,,,,,,,,
s3527,,,,,,,,,
s3528,,,,,,,,,
s3529,,,,,,,,,
s3530,,,,,,,,,
s3531,,,,,,,,,
s3532,31,31,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,31,2.5484
s3533,,,,,,,,,
s3534,,,,,,,,,
s3535,2,2,,,,,,2,3.0833
s3536,9,8,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,8,2.7083
s3537,110,110,,,,,,110,3.0500
s3538,,,,,,,,,
s3539,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,,
s3540,,,,,,,,,
s3541,,,,,,,,,
s3542,,,,,,,,,
s3543,,,,,,,,,
s3544,,,,,,,,,
s3545,,,,,,,,,
s3546,,,,,,,,,
s3547,,,,,,,,,
s3548,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,,
s3549,,,,,,,,,
s3550,,,,,,,,,
s3551,,,,,,,,,
s3552,,,,,,,,,
s3553,,,,,,,,,
s3554,,,,,,,,,
s3555,,,,,,,,,
s3556,,,,,,,,,
s3557,,,,,,,,,
s3558,,,,,,,,,
s3559,,,,,,,,,
s3560,58,58,,,,,,58,2.9253
s3561,,,,,,,,,
s3562,,,,,,,,,
s3563,,,,,,,,,
s3564,,,,,,,,,
s3565,,,,,,,,,
s3566,,,,,,,,,
s3567,,,,,,,,,
s3568,,,,,,,,,
s3569,,,,,,,,,
s3570,,,,,,,,,
s3571,,,GOVERNMENT,BOYS AND GIRLS,DAY,,,,
s3572,,,,,,,,,
s3573,,,PRIVATE,BOYS AND GIRLS,DAY,,,,
s3574,,,,,,,,,
s3575,,,,,,,,,
s3576,,,,,,,,,
s3577,,,,,,,,,
s3578,,,,,,,,,
s3579,,,PRIVATE,BOYS AND GIRLS,BOARDING,,,,
s3580,,,,,,,,,
s3581,,,,,,,,,
s3582,,,,,,,,,
s3583,,,,,,,,,
s3584,,,,,,,,,
s3585,,,,,,,,,
s3586,,,,,,,,,
s3587,,,,,,,,,
s3588,,,,,,,,,
s3589,,,,,,,,,
s3590,,,,,,,,,
s3591,361,361,,,,,,361,2.8213
s3592,,,,,,,,,
s3593,,,,,,,,,
s3594,,,,,,,,,
s3595,,,,,,,,,
s3596,,,,,,,,,
s3597,,,,,,,,,
s3598,,,,,,,,,
s3599,,,,,,,,,
s3600,,,,,,,,,
s3601,33,31,,,,,,31,2.2366
s3602,,,,,,,,,
s3603,,,,,,,,,
s3604,,,,,,,,,
s3605,,,,,,,,,
s3606,,,,,,,,,
s3607,,,,,,,,,
s3608,,,,,,,,,
s3609,,,,,,,,,
s3610,,,,,,,,,
s3611,,,,,,,,,
s3612,,,,,,,,,
s3613,,,,,,,,,
s3614,,,,,,,,,
s3615,,,,,,,,,
s3616,,,,,,,,,
s3617,,,,,,,,,
s3618,,,,,,,,,
s3619,,,,,,,,,
s3620,,,,,,,,,
s3621,,,,,,,,,
s3622,,,,,,,,,
s3623,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,,
s3624,,,,,,,,,
s3625,,,,,,,,,
s3626,,,,,,,,,
s3627,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,,
s3628,,,,,,,,,
s3629,,,,,,,,,
s3630,31,29,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,29,2.3621
s3631,,,,,,,,,
s3632,,,,,,,,,
s3633,,,,,,,,,
s3634,,,,,,,,,
s3635,,,,,,,,,
s3636,,,,,,,,,
s3637,,,,,,,,,
s3638,,,,,,,,,
s3639,,,,,,,,,
s3640,,,,,,,,,
s3641,,,,,,,,,
s3642,,,,,,,,,
s3643,,,,,,,,,
s3644,,,,,,,,,
s3645,,,,,,,,,
s3646,22,22,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,22,2.2879
s3647,,,,,,,,,
s3648,,,,,,,,,
s3649,,,,,,,,,
s3650,,,,,,,,,
s3651,,,,,,,,,
s3652,,,,,,,,,
s3653,,,,,,,,,
s3654,,,,,,,,,
s3655,,,,,,,,,
s3656,,,,,,,,,
s3657,,,,,,,,,
s3658,,,,,,,,,
s3659,,,,,,,,,
s3660,,,,,,,,,
s3661,18,17,,,,,,17,2.7255
s3662,,,,,,,,,
s3663,,,,,,,,,
s3664,94,93,,,,,,93,2.9319
s3665,,,,,,,,,
s3666,,,,,,,,,
s3667,,,,,,,,,
s3668,,,,,,,,,
s3669,,,,,,,,,
s3670,,,,,,,,,
s3671,,,,,,,,,
s3672,,,,,,,,,
s3673,,,,,,,,,
s3674,,,PRIVATE,BOYS AND GIRLS,BOARDING,,,,
s3675,,,,,,,,,
s3676,,,,,,,,,
s3677,,,,,,,,,
s3678,,,,,,,,,
s3679,,,,,,,,,
s3680,,,,,,,,,
s3681,,,,,,,,,
s3682,,,,,,,,,
s3683,,,,,,,,,
s3684,,,,,,,,,
s3685,,,,,,,,,
s3686,,,,,,,,,
s3687,,,,,,,,,
s3688,,,,,,,,,
s3689,,,,,,,,,
s3690,,,,,,,,,
s3691,80,80,,,,,,80,2.5896
s3692,,,,,,,,,
s3693,,,,,,,,,
s3694,,,,,,,,,
s3695,,,,,,,,,
s3696,,,,,,,,,
s3697,,,,,,,,,
s3698,,,,,,,,,
s3699,,,,,,,,,
s3700,,,,,,,,,
s3701,,,,,,,,,
s3702,,,,,,,,,
s3703,,,,,,,,,
s3704,,,,,,,,,
s3705,,,,,,,,,
s3706,,,,,,,,,
s3707,,,,,,,,,
s3708,,,,,,,,,
s3709,,,,,,,,,
s3710,,,,,,,,,
s3711,,,,,,,,,
s3712,,,,,,,,,
s3713,,,,,,,,,
s3714,,,,,,,,,
s3715,,,,,,,,,
s3716,,,,,,,,,
s3717,,,,,,,,,
s3718,,,,,,,,,
s3719,,,,,,,,,
s3720,,,,,,,,,
s3721,,,,,,,,,
s3722,,,,,,,,,
s3723,,,,,,,,,
s3724,,,,,,,,,
s3725,,,,,,,,,
s3726,,,,,,,,,
s3727,,,,,,,,,
s3728,,,,,,,,,
s3729,,,,,,,,,
s3730,187,187,,,,,,186,2.8970
s3731,,,,,,,,,
s3732,,,,,,,,,
s3733,9,9,,,,,,8,3.0833
s3734,,,,,,,,,
s3735,,,,,,,,,
s3736,,,,,,,,,
s3737,,,,,,,,,
s3738,,,,,,,,,
s3739,,,,,,,,,
s3740,,,,,,,,,
s3741,,,,,,,,,
s3742,,,,,,,,,
s3743,,,,,,,,,
s3744,,,,,,,,,
s3745,,,,,,,,,
s3746,,,,,,,,,
s3747,,,,,,,,,
s3748,,,,,,,,,
s3749,,,,,,,,,
s3750,,,,,,,,,
s3751,,,,,,,,,
s3752,,,,,,,,,
s3753,,,,,,,,,
s3754,,,,,,,,,
s3755,,,,,,,,,
s3756,,,,,,,,,
s3757,,,,,,,,,
s3758,,,,,,,,,
s3759,,,,,,,,,
s3760,,,,,,,,,
s3761,66,66,,,,,,66,2.5808
s3762,,,,,,,,,
s3763,,,,,,,,,
s3764,,,,,,,,,
s3765,,,,,,,,,
s3766,,,,,,,,,
s3767,,,,,,,,,
s3768,,,,,,,,,
s3769,,,,,,,,,
s3770,,,,,,,,,
s3771,,,,,,,,,
s3772,,,,,,,,,
s3773,5,5,,,,,,5,3.1000
s3774,,,,,,,,,
s3775,,,,,,,,,
s3776,,,,,,,,,
s3777,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,,
s3778,,,,,,,,,
s3779,,,,,,,,,
s3780,,,,,,,,,
s3781,,,,,,,,,
s3782,,,,,,,,,
s3783,,,,,,,,,
s3784,,,,,,,,,
s3785,,,,,,,,,
s3786,,,,,,,,,
s3787,,,,,,,,,
s3788,232,231,,,,,,231,2.8831
s3789,7,7,,,,,,7,3.8333
s3790,51,51,,,,,,51,1.8889
s3791,,,GOVERNMENT,BOYS AND GIRLS,DAY,,,,
s3792,,,,,,,,,
s3793,94,93,,,,,,93,2.7079
s3794,136,136,,,,,,136,2.9081
s3795,26,26,,,,,,26,3.0449
s3796,,,,,,,,,
s3797,,,,,,,,,
s3798,,,,,,,,,
s3799,,,,,,,,,
s3800,8,8,,,,,,8,2.6458
s3801,,,,,,,,,
s3802,,,,,,,,,
s3803,,,,,,,,,
s3804,141,141,,,,,,141,3.1300
s3805,70,69,,,,,,69,2.3333
s3806,,,,,,,,,
s3807,,,,,,,,,
s3808,,,,,,,,,
s3809,57,56,,,,,,56,2.3214
s3810,,,,,,,,,
s3811,13,12,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,12,3.5833
s3812,,,,,,,,,
s3813,,,,,,,,,
s3814,,,,,,,,,
s3815,,,,,,,,,
s3816,,,,,,,,,
s3817,,,,,,,,,
s3818,,,,,,,,,
s3819,,,,,,,,,
s3820,,,,,,,,,
s3821,,,,,,,,,
s3822,,,,,,,,,
s3823,,,,,,,,,
s3824,,,,,,,,,
s3825,98,96,,,,,,96,2.2639
s3826,,,PRIVATE,BOYS AND GIRLS,DAY,,,,
s3827,,,,,,,,,
s3828,,,,,,,,,
s3829,,,,,,,,,
s3830,,,,,,,,,
s3831,,,,,,,,,
s3832,,,,,,,,,
s3833,,,,,,,,,
s3834,,,,,,,,,
s3835,,,,,,,,,
s3836,,,,,,,,,
s3837,,,,,,,,,
s3838,23,23,PRIVATE,BOYS AND GIRLS,BOARDING,,,23,3.0000
s3839,,,,,,,,,
s3840,,,,,,,,,
s3841,,,PRIVATE,BOYS AND GIRLS,BOARDING,,,,
s3842,,,,,,,,,
s3843,,,,,,,,,
s3844,,,,,,,,,
s3845,,,,,,,,,
s3846,,,,,,,,,
s3847,,,GOVERNMENT,BOYS AND GIRLS,DAY,,,,
s3848,,,,,,,,,
s3849,,,,,,,,,
s3850,,,,,,,,,
s3851,,,,,,,,,
s3852,,,,,,,,,
s3853,,,,,,,,,
s3854,,,,,,,,,
s3855,,,,,,,,,
s3856,,,,,,,,,
s3857,,,,,,,,,
s3858,,,,,,,,,
s3859,,,,,,,,,
s3860,,,,,,,,,
s3861,7,7,,,,,,7,3.2619
s3862,,,,,,,,,
s3863,,,,,,,,,
s3864,,,,,,,,,
s3865,,,,,,,,,
s3866,,,,,,,,,
s3867,,,PRIVATE,GIRLS ONLY,BOARDING,,,,
s3868,,,,,,,,,
s3869,,,,,,,,,
s3870,,,,,,,,,
s3871,,,,,,,,,
s3872,,,,,,,,,
s3873,,,,,,,,,
s3874,,,,,,,,,
s3875,,,,,,,,,
s3876,,,,,,,,,
s3877,,,,,,,,,
s3878,,,,,,,,,
s3879,,,,,,,,,
s3880,,,,,,,,,
s3881,132,132,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,132,1.2891
s3882,,,,,,,,,
s3883,,,,,,,,,
s3884,,,,,,,,,
s3885,70,70,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,70,2.6000
s3886,56,56,,,,,,56,2.7798
s3887,,,,,,,,,
s3888,,,,,,,,,
s3889,,,,,,,,,
s3890,,,,,,,,,
s3891,,,,,,,,,
s3892,,,,,,,,,
s3893,,,,,,,,,
s3894,,,,,,,,,
s3895,,,,,,,,,
s3896,,,,,,,,,
s3897,40,40,,,,,,40,2.3667
s3898,,,,,,,,,
s3899,,,,,,,,,
s3900,,,,,,,,,
s3901,,,,,,,,,
s3902,,,,,,,,,
s3903,,,,,,,,,
s3904,,,,,,,,,
s3905,84,84,PRIVATE,BOYS ONLY,BOARDING,MIXED,COMBINED OA,84,1.5536
s3906,,,,,,,,,
s3907,,,,,,,,,
s3908,,,,,,,,,
s3909,,,,,,,,,
s3910,,,,,,,,,
s3911,,,,,,,,,
s3912,72,72,,,,,,72,1.9676
s3913,,,,,,,,,
s3914,389,389,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,374,2.9737
s3915,,,,,,,,,
s3916,,,,,,,,,
s3917,,,,,,,,,
s3918,,,,,,,,,
s3919,,,,,,,,,
s3920,66,65,,,,,,65,2.8154
s3921,,,,,,,,,
s3922,,,,,,,,,
s3923,,,,,,,,,
s3924,,,,,,,,,
s3925,,,,,,,,,
s3926,,,,,,,,,
s3927,,,,,,,,,
s3928,,,,,,,,,
s3929,,,,,,,,,
s3930,,,,,,,,,
s3931,,,,,,,,,
s3932,,,,,,,,,
s3933,,,PRIVATE,BOYS AND GIRLS,BOARDING,,,,
s3934,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,,
s3935,,,,,,,,,
s3936,,,,,,,,,
s3937,,,,,,,,,
s3938,,,,,,,,,
s3939,,,,,,,,,
s3940,,,,,,,,,
s3941,162,162,GOVERNMENT,GIRLS ONLY,BOARDING,ARTS,ALEVEL ONLY,162,2.8158
s3942,,,,,,,,,
s3943,,,,,,,,,
s3944,,,,,,,,,
s3945,,,,,,,,,
s3946,,,,,,,,,
s3947,,,,,,,,,
s3948,,,,,,,,,
s3949,,,,,,,,,
s3950,,,,,,,,,
s3951,,,,,,,,,
s3952,,,,,,,,,
s3953,,,,,,,,,
s3954,,,,,,,,,
s3955,,,,,,,,,
s3956,,,,,,,,,
s3957,,,,,,,,,
s3958,,,,,,,,,
s3959,,,,,,,,,
s3960,,,,,,,,,
s3961,,,,,,,,,
s3962,,,,,,,,,
s3963,,,,,,,,,
s3964,,,PRIVATE,GIRLS ONLY,BOARDING,,,,
s3965,,,,,,,,,
s3966,,,,,,,,,
s3967,,,,,,,,,
s3968,,,,,,,,,
s3969,,,,,,,,,
s3970,,,,,,,,,
s3971,,,,,,,,,
s3972,,,,,,,,,
s3973,,,,,,,,,
s3974,,,,,,,,,
s3975,,,,,,,,,
s3976,,,,,,,,,
s3977,,,,,,,,,
s3978,,,,,,,,,
s3979,,,,,,,,,
s3980,,,,,,,,,
s3981,26,26,,,,,,26,2.4103
s3982,,,,,,,,,
s3983,18,18,,,,,,18,2.6204
s3984,,,,,,,,,
s3985,,,,,,,,,
s3986,,,,,,,,,
s3987,,,,,,,,,
s3988,,,,,,,,,
s3989,,,,,,,,,
s3990,,,,,,,,,
s3991,,,,,,,,,
s3992,,,,,,,,,
s3993,21,21,,,,,,21,2.0794
s3994,,,,,,,,,
s3995,,,,,,,,,
s3996,,,,,,,,,
s3997,,,,,,,,,
s3998,,,,,,,,,
s3999,,,,,,,,,
s4000,,,,,,,,,
s4001,,,,,,,,,
s4002,112,112,,,,,,112,2.5179
s4003,,,PRIVATE,BOYS AND GIRLS,BOARDING,,,,
s4004,,,,,,,,,
s4005,,,,,,,,,
s4006,,,,,,,,,
s4007,38,38,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,ARTS,COMBINED OA,38,2.3596
s4008,,,,,,,,,
s4009,,,,,,,,,
s4010,,,,,,,,,
s4011,,,,,,,,,
s4012,,,,,,,,,
s4013,,,,,,,,,
s4014,41,41,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,40,3.1458
s4015,,,,,,,,,
s4016,,,,,,,,,
s4017,,,,,,,,,
s4018,,,,,,,,,
s4019,,,,,,,,,
s4020,,,,,,,,,
s4021,,,,,,,,,
s4022,,,,,,,,,
s4023,,,,,,,,,
s4024,2,2,PRIVATE,GIRLS ONLY,BOARDING,ARTS,COMBINED OA,2,2.1667
s4025,,,,,,,,,
s4026,,,,,,,,,
s4027,,,,,,,,,
s4028,,,,,,,,,
s4029,,,,,,,,,
s4030,,,,,,,,,
s4031,,,,,,,,,
s4032,,,,,,,,,
s4033,,,,,,,,,
s4034,,,,,,,,,
s4035,,,,,,,,,
s4036,,,,,,,,,
s4037,,,,,,,,,
s4038,,,,,,,,,
s4039,,,PRIVATE,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,,
s4040,,,,,,,,,
s4041,,,,,,,,,
s4042,,,,,,,,,
s4043,,,,,,,,,
s4044,,,,,,,,,
s4045,,,,,,,,,
s4046,,,,,,,,,
s4047,,,,,,,,,
s4048,,,,,,,,,
s4049,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,,
s4050,,,,,,,,,
s4051,,,,,,,,,
s4052,,,,,,,,,
s4053,,,,,,,,,
s4054,147,147,,,,,,147,2.7234
s4055,,,,,,,,,
s4056,,,,,,,,,
s4057,,,,,,,,,
s4058,,,,,,,,,
s4059,,,,,,,,,
s4060,,,,,,,,,
s4061,,,,,,,,,
s4062,,,,,,,,,
s4063,,,,,,,,,
s4064,,,,,,,,,
s4065,,,,,,,,,
s4066,,,,,,,,,
s4067,,,,,,,,,
s4068,,,,,,,,,
s4069,,,,,,,,,
s4070,,,,,,,,,
s4071,46,46,,,,,,46,3.0036
s4072,,,,,,,,,
s4073,,,,,,,,,
s4074,,,,,,,,,
s4075,,,,,,,,,
s4076,,,,,,,,,
s4077,,,,,,,,,
s4078,,,,,,,,,
s4079,,,,,,,,,
s4080,,,,,,,,,
s4081,,,,,,,,,
s4082,,,,,,,,,
s4083,,,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,,
s4084,264,264,,,,,,264,2.7102
s4085,,,,,,,,,
s4086,,,,,,,,,
s4087,23,23,PRIVATE,BOYS AND GIRLS,BOARDING,SCIENCE,COMBINED OA,23,3.2391
s4088,,,,,,,,,
s4089,,,,,,,,,
s4090,,,,,,,,,
s4091,,,,,,,,,
s4092,2,2,,,,,,2,3.7500
s4093,,,,,,,,,
s4094,,,,,,,,,
s4095,,,,,,,,,
s4096,,,,,,,,,
s4097,,,,,,,,,
s4098,,,,,,,,,
s4099,,,,,,,,,
s4100,,,,,,,,,
s4101,,,,,,,,,
s4102,,,,,,,,,
s4103,,,,,,,,,
s4104,,,,,,,,,
s4105,,,,,,,,,
s4106,,,,,,,,,
s4107,,,,,,,,,
s4108,,,,,,,,,
s4109,,,,,,,,,
s4110,,,,,,,,,
s4111,,,,,,,,,
s4112,,,,,,,,,
s4113,,,,,,,,,
s4114,,,,,,,,,
s4115,,,,,,,,,
s4116,,,,,,,,,
s4117,,,,,,,,,
s4118,,,,,,,,,
s4119,,,PRIVATE,BOYS AND GIRLS,BOARDING,,,,
s4120,,,,,,,,,
s4121,,,,,,,,,
s4122,,,,,,,,,
s4123,,,,,,,,,
s4124,,,,,,,,,
s4125,,,,,,,,,
s4126,28,28,,,,,,28,2.9167
s4127,,,,,,,,,
s4128,,,,,,,,,
s4129,,,,,,,,,
s4130,,,,,,,,,
s4131,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,,
s4132,,,,,,,,,
s4133,,,,,,,,,
s4134,,,,,,,,,
s4135,,,,,,,,,
s4136,,,,,,,,,
s4137,,,,,,,,,
s4138,,,,,,,,,
s4139,94,93,,,,,,93,2.7760
s4140,,,,,,,,,
s4141,,,,,,,,,
s4142,,,,,,,,,
s4143,,,,,,,,,
s4144,,,,,,,,,
s4145,,,,,,,,,
s4146,,,,,,,,,
s4147,,,,,,,,,
s4148,,,,,,,,,
s4149,,,,,,,,,
s4150,,,,,,,,,
s4151,,,,,,,,,
s4152,,,,,,,,,
s4153,,,,,,,,,
s4154,,,,,,,,,
s4155,,,,,,,,,
s4156,,,,,,,,,
s4157,,,,,,,,,
s4158,,,,,,,,,
s4159,,,,,,,,,
s4160,,,,,,,,,
s4161,,,,,,,,,
s4162,,,,,,,,,
s4163,96,96,,,,,,96,2.3021
s4164,,,,,,,,,
s4165,,,,,,,,,
s4166,,,,,,,,,
s4167,,,,,,,,,
s4168,,,,,,,,,
s4169,,,,,,,,,
s4170,,,,,,,,,
s4171,,,,,,,,,
s4172,,,,,,,,,
s4173,,,,,,,,,
s4174,,,,,,,,,
s4175,,,,,,,,,
s4176,,,,,,,,,
s4177,,,,,,,,,
s4178,,,,,,,,,
s4179,,,,,,,,,
s4180,,,,,,,,,
s4181,,,,,,,,,
s4182,,,,,,,,,
s4183,,,,,,,,,
s4184,,,,,,,,,
s4185,,,,,,,,,
s4186,,,,,,,,,
s4187,,,,,,,,,
s4188,,,,,,,,,
s4189,,,,,,,,,
s4190,,,,,,,,,
s4191,,,,,,,,,
s4192,161,161,,,,,,161,2.8406
s4193,55,55,PRIVATE,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,55,1.8576
s4194,,,,,,,,,
s4195,,,,,,,,,
s4196,,,,,,,,,
s4197,,,,,,,,,
s4198,,,,,,,,,
s4199,,,,,,,,,
s4200,,,,,,,,,
s4201,,,,,,,,,
s4202,,,,,,,,,
s4203,,,,,,,,,
s4204,,,,,,,,,
s4205,,,,,,,,,
s4206,,,,,,,,,
s4207,39,39,PRIVATE,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,39,2.2521
s4208,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,,
s4209,,,,,,,,,
s4210,,,,,,,,,
s4211,,,,,,,,,
s4212,,,,,,,,,
s4213,96,96,PRIVATE,BOYS ONLY,BOARDING,MIXED,COMBINED OA,96,1.4236
s4214,,,,,,,,,
s4215,,,,,,,,,
s4216,,,,,,,,,
s4217,21,21,PRIVATE,BOYS AND GIRLS,,MIXED,COMBINED OA,21,3.3810
s4218,,,,,,,,,
s4219,,,,,,,,,
s4220,,,,,,,,,
s4221,,,,,,,,,
s4222,,,,,,,,,
s4223,84,83,,,,,,83,2.9518
s4224,,,,,,,,,
s4225,,,,,,,,,
s4226,,,,,,,,,
s4227,,,,,,,,,
s4228,,,,,,,,,
s4229,,,,,,,,,
s4230,,,,,,,,,
s4231,,,,,,,,,
s4232,,,,,,,,,
s4233,,,,,,,,,
s4234,,,,,,,,,
s4235,,,,,,,,,
s4236,21,21,,,,,,21,3.0556
s4237,,,,,,,,,
s4238,,,PRIVATE,BOYS ONLY,BOARDING,,,,
s4239,,,,,,,,,
s4240,,,,,,,,,
s4241,,,,,,,,,
s4242,,,,,,,,,
s4243,,,,,,,,,
s4244,,,,,,,,,
s4245,,,,,,,,,
s4246,,,,,,,,,
s4247,,,,,,,,,
s4248,,,,,,,,,
s4249,,,,,,,,,
s4250,,,,,,,,,
s4251,,,,,,,,,
s4252,,,,,,,,,
s4253,,,,,,,,,
s4254,,,,,,,,,
s4255,,,,,,,,,
s4256,,,,,,,,,
s4257,,,,,,,,,
s4258,,,,,,,,,
s4259,,,,,,,,,
s4260,17,16,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,16,2.6042
s4261,,,,,,,,,
s4262,,,,,,,,,
s4263,,,,,,,,,
s4264,,,,,,,,,
s4265,,,,,,,,,
s4266,,,,,,,,,
s4267,,,,,,,,,
s4268,,,,,,,,,
s4269,,,,,,,,,
s4270,,,,,,,,,
s4271,,,,,,,,,
s4272,,,PRIVATE,BOYS AND GIRLS,BOARDING,,,,
s4273,,,,,,,,,
s4274,,,,,,,,,
s4275,,,,,,,,,
s4276,,,,,,,,,
s4277,,,,,,,,,
s4278,,,,,,,,,
s4279,,,,,,,,,
s4280,,,,,,,,,
s4281,,,PRIVATE,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,,
s4282,,,,,,,,,
s4283,,,,,,,,,
s4284,,,,,,,,,
s4285,,,,,,,,,
s4286,,,,,,,,,
s4287,,,,,,,,,
s4288,,,,,,,,,
s4289,,,,,,,,,
s4290,,,,,,,,,
s4291,,,,,,,,,
s4292,,,GOVERNMENT,BOYS AND GIRLS,DAY,,,,
s4293,,,,,,,,,
s4294,31,31,,,,,,31,2.8118
s4295,,,,,,,,,
s4296,,,,,,,,,
s4297,,,,,,,,,
s4298,,,,,,,,,
s4299,,,,,,,,,
s4300,,,,,,,,,
s4301,,,,,,,,,
s4302,,,,,,,,,
s4303,,,,,,,,,
s4304,,,,,,,,,
s4305,,,,,,,,,
s4306,,,,,,,,,
s4307,,,,,,,,,
s4308,,,,,,,,,
s4309,,,,,,,,,
s4310,,,,,,,,,
s4311,,,,,,,,,
s4312,,,,,,,,,
s4313,,,,,,,,,
s4314,,,,,,,,,
s4315,,,,,,,,,
s4316,,,,,,,,,
s4317,,,,,,,,,
s4318,,,,,,,,,
s4319,,,,,,,,,
s4320,,,,,,,,,
s4321,,,,,,,,,
s4322,,,,,,,,,
s4323,,,,,,,,,
s4324,,,,,,,,,
s4325,,,,,,,,,
s4326,,,,,,,,,
s4327,,,,,,,,,
s4328,,,,,,,,,
s4329,,,GOVERNMENT,BOYS AND GIRLS,DAY,,,,
s4330,,,,,,,,,
s4331,,,,,,,,,
s4332,,,,,,,,,
s4333,,,,,,,,,
s4334,,,,,,,,,
s4335,,,,,,,,,
s4336,,,,,,,,,
s4337,,,,,,,,,
s4338,,,,,,,,,
s4339,,,,,,,,,
